time;wx;wy;wz
3,652;-0,15;-1,30;-0,96
3,657;-0,15;-1,28;-0,97
3,662;-0,14;-1,26;-0,98
3,667;-0,14;-1,27;-0,98
3,672;-0,13;-1,26;-1,00
3,677;-0,12;-1,24;-1,02
3,694;-0,11;-1,24;-1,02
3,695;-0,09;-1,24;-1,02
3,696;-0,09;-1,24;-1,02
3,697;-0,09;-1,22;-1,02
3,729;-0,09;-1,20;-1,04
3,730;-0,09;-1,20;-1,05
3,730;-0,07;-1,19;-1,06
3,731;-0,06;-1,17;-1,05
3,731;-0,05;-1,17;-1,06
3,731;-0,04;-1,17;-1,06
3,732;-0,04;-1,15;-1,06
3,737;-0,03;-1,13;-1,06
3,743;-0,02;-1,13;-1,06
3,748;-0,02;-1,13;-1,07
3,753;-0,01;-1,11;-1,08
3,758;-0,00;-1,11;-1,07
3,764;-0,00;-1,08;-1,07
3,768;-0,00;-1,07;-1,07
3,773;-0,01;-1,06;-1,07
3,778;-0,01;-1,05;-1,05
3,784;0,00;-1,03;-1,05
3,788;0,01;-1,01;-1,05
3,793;0,02;-1,01;-1,06
3,798;0,01;-0,99;-1,06
3,803;0,03;-0,98;-1,06
3,808;0,04;-0,95;-1,04
3,813;0,05;-0,92;-1,03
3,818;0,08;-0,91;-1,01
3,824;0,10;-0,93;-1,02
3,836;0,12;-0,93;-1,02
3,838;0,12;-0,91;-1,02
3,843;0,13;-0,86;-1,02
3,866;0,11;-0,83;-1,03
3,866;0,10;-0,82;-1,02
3,867;0,06;-0,81;-1,00
3,867;0,03;-0,81;-0,99
3,868;0,00;-0,78;-0,96
3,868;-0,00;-0,74;-0,94
3,873;0,00;-0,66;-0,93
3,878;-0,02;-0,57;-0,93
3,884;-0,05;-0,57;-0,93
3,888;-0,08;-0,61;-0,92
3,894;-0,08;-0,61;-0,92
3,898;-0,08;-0,54;-0,90
3,904;-0,04;-0,40;-0,87
3,909;0,03;-0,35;-0,86
3,913;0,12;-0,39;-0,85
3,918;0,20;-0,43;-0,84
3,925;0,23;-0,43;-0,83
